family,regime,group,n,label,mean,ci_lo,ci_hi,seeds
replay,beta025_random,all shapes pooled,100000,gossip_reputation_greedy,0.452865,0.4516199999999999,0.4541700416666667,200
replay,beta025_random,all shapes pooled,1000,linucb_honest,0.6745176666666667,0.673764275,0.6752818333333335,1000
replay,beta025_random,all shapes pooled,1000000,linucb_honest,0.4991333333333334,0.4972698333333333,0.501134,100
replay,beta025_random,all shapes pooled,10,linucb_honest,0.4635123333333332,0.4561876,0.4708498583333333,1000
replay,beta025_random,all shapes pooled,10000,linucb_honest,0.5437750000000001,0.5431165916666667,0.5444123333333333,1000
replay,beta025_random,all shapes pooled,100,linucb_honest,0.6976929999999999,0.6965317916666667,0.6989110333333334,1000
replay,beta025_random,all shapes pooled,100000,linucb_honest,0.5128250000000001,0.5115215416666666,0.5141433333333333,200
replay,beta025_random,all shapes pooled,1000,midian,0.7383476666666665,0.7374858583333335,0.7392036916666667,1000
replay,beta025_random,all shapes pooled,1000000,midian,0.7582233333333332,0.7555396666666666,0.7608500833333334,100
replay,beta025_random,all shapes pooled,10,midian,0.4432193333333333,0.4362353249999999,0.450354225,1000
replay,beta025_random,all shapes pooled,10000,midian,0.75147,0.7506256499999999,0.7522965333333334,1000
replay,beta025_random,all shapes pooled,100,midian,0.6898816666666666,0.68875645,0.690995025,1000
replay,beta025_random,all shapes pooled,100000,midian,0.7565033333333332,0.754753125,0.7583052083333334,200
replay,beta025_random,all shapes pooled,1000,"midian[audit=False,r=5,verify=False]",0.6776653333333333,0.6758596666666666,0.6794360999999999,1000
replay,beta025_random,all shapes pooled,1000000,"midian[audit=False,r=5,verify=False]",0.6776866666666667,0.6702063333333332,0.6841602500000001,100
replay,beta025_random,all shapes pooled,10,"midian[audit=False,r=5,verify=False]",0.446137,0.4391129416666666,0.4532666083333333,1000
replay,beta025_random,all shapes pooled,10000,"midian[audit=False,r=5,verify=False]",0.6814946666666667,0.6794792083333334,0.683362675,1000
replay,beta025_random,all shapes pooled,100,"midian[audit=False,r=5,verify=False]",0.6437793333333334,0.6414216,0.6458848499999998,1000
replay,beta025_random,all shapes pooled,100000,"midian[audit=False,r=5,verify=False]",0.6830083333333332,0.6790712916666667,0.6868539166666666,200
replay,beta025_random,all shapes pooled,1000,midian_wo_audit,0.7365043333333333,0.7354485916666667,0.7375200083333333,1000
